Legajo,investigacion,desde,hasta,dedicación
43844416,459700,1998-03-28,2022-08-16,7
96146060,960191,2015-12-30,2018-05-26,16
70123275,405770,1998-12-18,2016-01-13,21
58894885,19667,1994-12-30,1997-11-22,19
92888115,688201,2017-01-23,2021-11-01,17
53577583,469475,1997-09-18,2001-11-24,30
31141974,423850,1985-05-23,2022-04-14,9
6884789,36620,2002-08-10,2020-07-18,27
25539164,39154,2018-08-25,2021-11-17,24
1661949,23977,2009-02-06,2021-09-09,22
2893364,771730,2022-08-20,2022-11-19,28
26556069,39153,1985-07-21,1988-08-16,1
80546131,419789,2004-03-08,2021-03-01,36
33187508,925827,2023-05-25,2023-12-04,18
96781370,953051,1984-10-08,1992-02-04,7
29451601,685680,1993-10-23,2016-10-29,29
64740304,470208,2016-12-19,2018-09-26,7
7037956,911559,2024-03-08,2024-07-04,28
19025960,998656,1981-12-18,2006-08-20,8
54981691,369915,2010-09-21,2013-01-20,28
67771838,528108,1985-10-12,2012-07-02,1
22138890,726296,1983-05-22,2015-07-19,32
71128841,594087,1993-12-23,2005-08-13,3
47048310,82763,2001-11-20,2002-09-28,18
53918804,448610,2022-09-23,2023-01-18,5
49959536,480553,1989-01-27,1998-10-05,20
62929890,349104,1995-05-22,2004-12-11,22
7555600,507710,1991-11-30,2024-02-08,19
40201995,747001,1996-04-24,1996-09-15,7
8728408,648015,2012-01-07,2022-09-28,20
43153497,190967,1970-08-04,2007-09-25,17
17994740,587971,1988-10-15,2011-07-06,33
67259889,759429,1976-10-15,1991-05-23,15
78796647,122409,2000-10-18,2011-01-25,15
33384475,25320,2010-09-10,2012-01-01,11
25033670,122771,1975-06-25,1987-08-22,20
77416122,293659,2017-11-22,2020-12-10,36
19353424,504428,1984-04-15,2014-06-20,38
91863975,19496,1971-10-01,1991-06-09,24
92750928,232610,1975-11-06,2024-06-27,27
48242949,835081,1990-04-04,2018-10-05,31
86685050,242569,2010-03-17,2017-08-30,11
13722905,157095,1981-12-01,1994-10-30,31
37079121,583399,2022-04-08,2022-11-11,15
38940568,185252,2021-11-13,2023-07-12,7
73919561,591489,2017-07-19,2022-07-07,16
27438387,237322,1987-11-14,1995-02-14,29
72411845,730220,2004-06-23,2007-07-07,19
8047627,318240,1979-04-23,2011-11-21,39
25346518,683541,1986-04-04,2019-04-08,36
44328101,624936,1994-02-23,2014-01-11,17
59768265,429272,1990-08-23,2007-08-06,38
29809216,478153,1981-10-12,2014-03-03,1
6132183,615797,1999-10-30,2012-09-20,11
63562413,714524,2010-11-30,2017-08-06,7
54968300,988782,2016-04-14,2018-01-06,11
41919082,931361,1982-07-04,1989-07-12,19
99435741,460788,1979-09-09,1992-06-03,5
37885756,302857,2017-04-28,2020-12-16,32
24587120,551676,2018-08-23,2023-03-17,15
10810907,46640,1978-05-29,1999-09-12,30
72960360,958836,2012-09-29,2013-08-25,31
41638228,294804,1974-03-18,1985-05-09,24
74397235,849174,1991-05-15,1992-03-10,10
7507411,750584,2003-10-24,2006-07-10,18
83305096,60072,2020-10-29,2023-12-26,24
54676772,22609,2002-06-15,2013-02-23,29
4878203,179246,2014-08-30,2017-05-22,12
34637386,148682,1997-11-08,2013-07-07,1
375191,363959,1986-07-02,2014-06-08,23
93771350,859740,2006-02-21,2014-07-12,3
62174165,803724,1992-08-24,2013-01-30,38
33076473,574653,2018-04-05,2018-04-13,25
89661972,361084,1975-01-20,1976-12-28,1
57000904,805325,1984-10-29,2013-03-03,35
63273111,511723,1996-04-06,2022-11-10,2
7730721,337141,2007-05-12,2023-08-01,26
86546054,783895,1972-06-02,1987-07-24,40
78448745,760925,1990-09-19,2005-07-07,4
78802305,629285,1993-09-25,2008-11-26,13
87197050,600798,2009-01-18,2010-04-30,7
44715032,355207,1990-05-30,2007-11-13,9
75067710,757449,2017-09-29,2022-01-14,26
17456183,489952,1971-08-08,2018-08-01,3
17633396,775349,2016-10-14,2020-07-30,32
9586484,501002,1972-11-25,2011-08-17,20
11404300,200778,2018-03-07,2021-07-21,25
63940551,858449,1987-09-10,2019-03-03,32
51340905,553697,2015-10-15,2020-09-25,9
86780490,859029,2002-04-03,2007-07-09,16
53002297,572911,2008-09-29,2016-10-18,17
25286923,195314,2004-07-18,2004-10-09,25
93189338,575916,2005-05-12,2014-01-04,2
2428053,355661,2002-08-28,2015-08-26,17
13756917,125153,1975-11-26,1982-09-05,18
61860233,443454,2011-06-11,2014-02-26,22
77758198,798513,2004-08-11,2008-01-13,17
72260674,633431,2014-04-17,2017-03-08,4
8029934,323730,1980-11-01,2015-10-19,10
88113074,974887,2006-06-10,2010-12-20,20
97731561,128959,1998-12-02,2012-09-25,15
52793899,806630,2003-11-25,2023-01-25,38
54787076,901903,1971-04-29,1973-09-07,22
53920543,387011,1991-12-21,2013-03-04,17
96653146,222294,2004-06-25,2012-04-15,26
36235538,169540,2018-12-19,2021-01-08,25
94237862,83791,2020-12-18,2023-11-16,6
54695681,321210,2021-03-21,2021-10-16,3
36656977,276911,1997-10-15,2019-04-10,7
60569774,196999,1970-07-30,2017-01-09,10
83721458,786352,1970-05-26,1992-03-14,33
74349869,105823,1985-04-28,1985-11-25,7
31130649,994596,1989-05-08,2015-10-07,20
41922865,359810,1993-01-28,1995-12-18,4
30903626,122132,2006-02-23,2006-05-21,14
16853685,539442,1996-01-03,1999-07-06,30
55254506,246911,1985-01-09,1993-07-15,31
38597122,590625,1970-12-07,2006-12-25,40
41697203,989426,2009-03-27,2012-05-14,5
55301045,753778,2022-02-27,2023-11-15,34
21823038,457999,1994-03-30,2004-01-24,12
84299480,796465,2015-10-15,2024-03-22,26
83844615,280472,1982-12-19,1987-09-21,2
39461398,742843,1976-12-02,1996-01-28,37
27910704,40244,1988-12-18,1989-12-30,4
48752180,378929,1973-05-14,2013-05-18,26
39775102,216383,2014-10-20,2018-05-20,30
2668860,997110,2008-07-30,2014-11-01,1
90055465,31057,2024-06-14,2024-06-22,8
17951834,646905,2022-01-19,2023-07-29,3
37467188,490697,1971-08-21,1999-09-11,11
4845294,891366,1989-06-27,2000-02-27,24
49342344,810176,1971-05-02,2000-08-11,24
10241606,61779,2002-03-14,2018-04-07,3
95453120,601494,1995-10-31,2016-03-26,10
90210304,839306,1974-11-17,2018-12-24,11
76674311,634839,2006-11-05,2016-07-29,39
87198835,93176,2004-07-20,2019-01-31,13
95655748,965723,2003-03-11,2005-05-01,38
72347958,699202,1971-07-13,1974-04-24,12
45117466,500966,2007-04-23,2010-05-14,14
89396536,999328,1990-06-13,2023-10-14,37
30851357,729001,1998-05-26,2003-02-26,31
28768038,585630,1995-01-05,2001-10-18,21
53084790,332887,2024-04-21,2024-04-21,24
23740634,293396,1970-03-09,2002-12-02,34
78719164,152792,2010-08-04,2019-09-29,11
45865414,480592,1994-04-21,2023-07-28,36
72735584,255658,1976-09-09,2017-04-30,9
40301468,312339,2022-12-01,2024-06-30,20
36850398,19856,1984-06-03,2002-08-18,9
8266404,484949,1995-05-14,2008-07-02,17
32019691,3024,1988-12-16,2014-02-10,37
70285140,830511,1988-06-04,2013-09-08,5
42517713,897646,1979-05-20,2005-05-19,31
45628903,723192,1988-03-14,2022-10-17,22
73976241,828816,1994-10-31,2004-01-27,27
44882275,678237,2023-08-22,2024-02-22,24
3917584,793088,1985-05-10,1985-12-19,28
32108318,5784,1982-01-27,2000-04-25,11
59144165,188201,1999-06-03,2003-06-09,10
66136095,911909,1994-06-15,1999-10-16,27
25805523,614604,1980-04-02,1986-07-14,8
35074490,934931,1976-07-28,2022-02-01,1
21863584,489651,1998-03-26,2023-08-24,2
19073978,676611,2023-05-13,2024-03-21,24
39410019,281584,2008-11-09,2020-07-25,17
38013067,816077,2000-08-01,2019-01-21,28
82990168,664515,1981-05-05,2002-01-23,19
81375151,332929,2012-09-30,2022-04-02,3
79921071,428949,2018-12-26,2020-09-05,15
11306885,407447,1973-11-18,2022-03-04,20
5595051,396791,1988-10-16,2011-01-18,26
83442889,853680,1992-03-24,2014-07-25,32
91348641,246775,2015-06-13,2023-12-24,23
47780385,1680,1981-08-09,2004-06-12,12
80438363,866328,2019-09-22,2024-01-28,15
94617267,74189,2001-10-02,2011-12-04,2
54382730,926772,1997-10-21,2007-11-09,3
6792040,508123,2012-08-06,2016-11-20,17
56808149,205493,2008-05-19,2014-02-18,20
6586809,504629,1994-02-08,2013-10-30,25
96932970,25626,1985-06-13,1995-04-27,40
72599515,634254,2010-05-29,2011-08-08,32
95357487,953756,2015-06-06,2016-04-10,16
93310451,309864,1988-04-03,1995-09-08,36
290011,256044,1993-05-31,1996-10-26,35
41194956,659085,1977-01-09,1988-04-08,21
86073768,655246,1977-04-15,1988-09-16,11
58091014,214100,2022-11-16,2023-02-21,19
74799520,50097,1971-05-18,1987-12-09,9
21474283,478345,1994-08-04,2021-09-12,14
24597271,980252,2020-06-08,2021-07-01,21
74439695,299672,1984-08-26,2006-05-06,8
93114425,523040,1977-11-25,1988-06-24,28
14743844,586949,1972-09-29,1998-01-01,4
22299913,116458,1990-12-31,2013-05-31,33
41810941,417955,1982-09-17,1994-11-04,25
83889860,493897,2004-03-01,2005-02-19,1
73384324,235346,2016-05-10,2020-02-19,25
87590102,486576,1996-10-15,2016-09-23,5
79930676,713826,2000-03-27,2022-08-04,6
43125919,208973,2015-06-18,2016-11-04,7
53798014,982513,2013-01-05,2014-03-24,33
54864919,12036,1974-09-09,1986-04-09,2
6229135,243372,2010-09-24,2017-06-20,8
84041059,989426,1988-11-12,2016-04-07,24
50679397,343902,1975-03-09,2021-11-03,14
27827971,221072,1974-05-24,1979-01-17,16
15549888,788469,2019-06-06,2024-06-09,36
99461406,176067,1973-05-19,2021-10-24,22
49088257,516519,2002-08-19,2024-01-03,10
91147652,57800,1976-11-08,1980-10-24,31
66489732,441820,1989-10-03,1994-04-26,14
11141425,673950,2003-10-07,2020-11-28,21
37277929,636871,1995-03-11,2018-09-21,29
37932147,711139,2015-11-26,2020-08-23,23
73873798,289813,1995-11-30,2000-03-06,37
57310200,435551,1983-09-10,2004-09-21,11
50494752,502221,1988-08-18,2013-04-17,7
65886058,239190,2004-08-18,2005-02-28,28
43915274,638286,2003-04-03,2013-06-02,23
88923921,864906,2004-05-09,2020-08-29,24
61792608,282305,2006-10-21,2011-07-30,1
28853524,25439,1990-08-08,1998-01-21,17
12301372,749846,1971-04-15,1977-01-20,18
97689755,343514,1996-12-12,2024-01-21,11
47309832,244826,1971-06-26,2002-09-28,20
8091574,589996,1977-10-27,2019-03-26,30
81105776,956543,2023-06-13,2023-10-14,9
45916237,234097,1998-04-13,2021-11-18,13
26954779,399398,1990-01-03,2021-10-05,16
6332686,972311,1999-09-26,2022-07-25,33
19736885,726661,1997-10-13,2000-09-06,40
24258095,764448,2020-08-21,2023-12-22,38
54947651,828500,1998-02-21,2012-02-14,6
11951276,534672,1973-12-14,1977-03-13,9
97490246,988782,1989-03-01,2012-02-13,21
81624475,348649,1989-11-18,1993-11-03,2
6686196,410881,2011-08-26,2012-06-19,35
54943084,428109,1997-05-07,2019-08-31,21
74245258,371161,1991-04-26,1992-08-06,33
2965312,704916,1995-10-13,2016-04-21,32
31042575,60072,2011-09-04,2018-06-13,19
48659002,686280,1980-05-18,2015-08-26,23
82347916,512150,2001-02-12,2023-01-21,1
79914278,507547,2001-06-09,2016-01-07,38
82425185,721503,1970-12-12,1998-09-03,38
30036975,686929,1978-07-26,1997-08-06,5
55454520,455660,2001-03-14,2016-12-25,34
48868790,397865,1991-10-29,2016-04-26,1
78994242,91102,1972-05-08,1977-02-09,22
70422224,340262,1988-10-07,2006-07-14,5
73377950,202058,2011-07-25,2022-11-03,7
64933470,925465,2011-11-04,2015-01-03,12
91302362,128785,1975-04-26,2006-04-29,18
68890354,869054,1977-10-18,2023-10-17,38
7605135,970721,1976-01-23,2012-04-17,35
93267117,97151,1972-10-17,1991-08-14,16
1153984,179010,2013-09-13,2019-06-06,3
75917260,74425,2003-01-27,2004-04-12,25
63941973,944304,2013-09-27,2017-05-27,36
24801568,812561,2013-06-03,2015-09-13,29
99645355,793579,1992-10-27,2018-12-17,14
17149261,507536,1974-08-06,1990-10-04,37
79424512,408320,1974-04-28,2004-11-02,11
9879883,812488,1972-01-18,2006-07-21,8
61011193,515703,2022-08-01,2023-04-02,13
65785153,93295,1978-06-29,2013-07-21,13
62812805,552472,2016-12-11,2020-11-28,30
33226539,261086,1984-07-02,1987-09-24,1
65883418,192819,2010-10-04,2022-03-23,16
87576481,349096,2010-05-26,2019-09-06,35
49254801,286030,1993-11-06,2017-08-28,37
2840126,303810,1978-07-28,1993-01-22,2
98150310,307412,2015-05-09,2016-04-03,7
62287784,902515,2009-07-23,2022-02-13,4
1240133,271712,1993-09-16,1994-07-18,39
71086456,265919,1971-08-01,1982-09-04,4
90684229,85417,1977-08-18,2016-03-23,36
90223510,577527,2011-12-18,2019-03-08,39
77633509,772965,1974-12-29,1999-09-01,11
79421129,366073,2015-10-01,2019-05-28,18
60952993,141797,2019-07-17,2021-09-06,37
11795859,530944,1973-12-07,1982-06-12,17
72031404,592822,2018-05-02,2021-02-05,10
15516186,108928,1985-07-27,1990-12-08,32
99320242,251086,1996-02-20,2005-08-15,19
89059174,808469,1989-02-17,2023-01-20,40
14815769,562834,2003-07-18,2004-10-15,2
98476692,524452,1973-03-04,2014-10-13,21
11498369,250335,2006-07-07,2016-08-05,13
79832797,871044,1993-07-26,2015-01-05,14
25900786,602610,1989-04-23,2022-10-09,12
14291560,356838,1979-02-01,2016-12-05,10
6332686,428288,2003-11-11,2007-11-06,9
46477356,831681,2005-08-18,2012-08-02,40
93051236,847391,1979-12-18,1985-08-14,33
92182945,190325,1971-04-07,2016-07-05,10
2221019,652760,2010-05-19,2010-10-09,10
86414056,720444,2012-08-10,2022-05-26,20
50449490,528488,2016-11-01,2017-09-10,16
43789169,570399,1992-08-05,2009-05-20,36
58672293,118200,2017-01-23,2019-03-27,14
20115487,358621,1993-02-10,2024-05-18,13
15036877,530524,1999-04-03,2006-01-27,30
79204570,343581,1986-02-23,1993-03-16,35
76442387,103040,1998-12-17,2019-04-03,6
29448221,816730,1994-08-27,2004-02-24,36
18901367,19299,1985-08-14,1994-03-07,10
19010391,681023,1998-11-02,2011-02-26,36
18162634,413139,1994-08-12,2005-08-20,12
28028646,106018,1985-01-29,1994-04-08,8
68693420,505964,2019-09-16,2021-11-27,31
48292989,527153,2020-03-31,2023-07-03,12
57761592,344188,2016-02-26,2019-06-22,39
18282389,545600,1983-06-12,2016-07-24,11
78003502,168599,1986-12-10,2003-10-29,25
96132830,118167,1976-07-04,1979-12-24,36
48915638,567618,1983-09-22,2000-12-27,37
26432712,708998,2008-01-12,2023-04-05,16
64307381,9760,2005-04-30,2016-02-09,34
90228290,351103,2003-02-27,2012-08-09,18
103379,32571,2020-12-05,2021-08-21,21
68665959,26115,1994-12-25,2001-07-14,28
27615470,382646,2016-12-14,2017-11-09,9
46927046,877850,2017-07-14,2019-08-29,4
93844473,658834,1982-04-12,1996-11-18,28
21286272,71156,2012-05-17,2014-04-01,23
52178699,185078,1988-06-06,1996-04-11,3
46861190,195217,1997-09-16,2020-07-31,27
8470048,365449,2021-04-16,2021-07-27,9
14813425,64946,2021-08-05,2021-09-10,30
85171716,549319,1998-02-28,2014-12-06,14
34781011,500205,2009-09-21,2023-10-15,17
91407507,55739,2004-10-08,2012-01-11,22
68459354,872273,1971-07-22,1980-09-26,19
9217917,134479,2019-09-19,2022-06-16,3
66033966,864217,1987-03-11,1995-07-16,24
10356687,338764,1980-08-06,2020-03-30,17
16830525,528636,2003-06-15,2004-12-14,24
92831453,253954,2007-07-02,2007-09-02,22
9692011,848823,1991-04-15,1994-02-27,26
45721585,775855,1993-09-17,1994-05-10,22
53028624,599160,1974-02-02,2008-04-29,34
94697828,320738,1997-07-23,2017-05-18,18
19949200,996435,1973-08-25,1995-09-20,12
23553082,296317,1979-09-03,1991-07-27,20
70717764,889288,2010-11-18,2020-04-15,37
73790285,669706,2020-01-18,2022-02-20,9
85346320,388284,2017-09-22,2017-10-16,21
8006540,142389,2015-09-03,2015-12-10,34
15522423,441773,1983-07-24,1989-05-05,39
35393347,198976,2022-03-31,2024-03-26,5
22448580,32284,2012-06-23,2020-06-13,1
54283299,332615,2011-05-16,2014-10-07,21
80192162,122613,1986-01-26,1988-11-06,17
43476542,469367,1980-02-11,1996-12-10,12
41963944,454036,1997-01-04,2010-09-03,33
31553758,245423,1997-04-03,2007-02-09,10
88901750,122478,2004-10-20,2009-07-31,23
91302516,992379,1975-10-10,1978-07-21,33
32570161,718239,1997-04-07,2005-12-09,25
57313679,723340,1974-02-14,1977-01-05,17
47297367,246534,1979-05-19,1995-06-09,9
14121093,765570,1986-09-04,2003-02-23,28
5542297,597883,1980-05-02,2021-07-21,38
96351541,668253,2017-06-10,2022-09-18,15
95001965,352191,1997-05-22,2013-09-12,34
3212772,290506,1993-01-09,2005-03-24,9
42090890,140970,2008-02-27,2020-03-08,3
24542460,88729,1987-11-09,2015-02-24,28
25731522,785648,1989-09-21,2010-04-05,5
90675825,883681,1980-10-17,2020-05-12,29
11904350,640227,2005-07-20,2020-06-03,5
86407378,725815,2005-10-16,2022-06-02,6
32299172,652207,1990-12-02,1996-02-15,30
72415292,59702,2006-05-20,2024-06-29,24
58235842,411512,2023-04-22,2024-05-21,18
93742804,355283,1992-06-07,2008-06-22,11
75526589,821994,2003-09-16,2010-10-28,24
42209620,28173,2011-07-28,2014-04-09,21
98323923,7527,1982-08-23,2006-06-04,12
18001038,243559,1990-04-07,2001-02-08,3
45345345,447318,2011-12-17,2020-01-25,34
8646969,577137,1980-05-18,2023-02-23,33
99667733,338510,2017-06-25,2018-02-24,11
17556627,538678,1988-02-22,1998-11-29,10
4955711,143042,2001-07-16,2002-03-20,13
45764684,154796,1977-01-03,2022-12-20,21
94655812,280423,2011-01-23,2015-10-16,1
26611965,938116,1988-10-24,2002-07-26,20
74321087,511468,2018-10-07,2022-11-21,2
1229484,727006,2002-07-26,2008-03-21,27
27769550,190439,2011-03-19,2022-06-18,4
72126425,64844,2015-06-24,2016-12-13,40
7663123,994899,2020-11-24,2022-02-01,31
58339684,743723,1988-07-09,2003-04-08,26
5610485,876107,2005-06-13,2020-10-11,31
66502682,880307,2021-11-17,2023-04-26,5
31257192,431877,2008-04-24,2015-09-15,10
90133015,663735,1971-09-11,1975-10-09,20
33763447,161819,2010-10-24,2019-09-07,19
60935807,319247,1971-03-21,2005-11-02,35
77997171,442354,2004-10-15,2023-03-13,8
21944582,58393,1971-12-19,2012-08-07,10
59873825,317231,2022-01-13,2022-10-20,27
27669791,89139,1983-08-05,1998-01-10,20
97142887,17354,1982-07-03,2003-03-08,9
83073399,753778,2022-03-28,2022-12-21,38
98915338,935292,2011-12-02,2016-03-08,3
73250169,341340,1972-04-13,1978-12-27,32
17625336,238553,1976-09-16,1988-07-27,37
25768599,578819,1976-07-31,1991-06-25,28
9271161,38395,1976-05-07,1976-05-17,2
94915534,719576,2004-12-01,2015-08-23,23
37925738,823462,1997-06-20,2003-07-15,4
20546693,902778,1978-11-24,1980-01-27,12
44923873,506222,1970-07-29,1983-09-01,15
82264065,619014,2000-01-29,2003-01-07,38
73432812,365449,2021-03-17,2021-10-25,10
63361845,36016,2021-11-02,2023-07-15,25
95696526,889036,1988-03-25,2007-07-06,24
11313864,115261,2013-02-09,2017-04-23,25
53635970,468021,1988-03-02,2002-11-25,38
57128275,897646,2006-06-23,2015-06-12,25
14349657,530284,2011-11-26,2014-07-10,38
46390616,636276,1993-12-13,1996-06-29,20
91650791,877462,1992-10-24,2021-03-13,21
83020959,163285,1982-03-23,2000-12-16,29
29442421,10021,1987-10-10,2012-04-13,17
41467961,11629,2019-07-31,2024-01-19,20
93508547,434811,2000-10-15,2017-11-20,7
13099055,642333,1990-01-08,2022-01-08,38
7125474,372776,2014-01-06,2021-08-17,11
61878061,620264,2010-07-17,2012-11-14,16
74931653,599373,1985-08-28,2019-09-10,3
61748071,160705,1970-02-21,2008-11-28,25
92183382,939643,1985-03-05,2020-05-18,23
65302059,725796,2002-11-28,2024-02-20,32
25554342,625843,1973-08-01,2008-08-13,2
85631678,788838,1979-09-15,2021-07-18,19
84647013,173943,2020-09-17,2020-12-13,25
34119268,910870,2021-03-02,2022-03-05,12
98654045,940565,1981-10-11,2012-11-09,9
30477303,428288,2003-06-13,2020-06-20,27
88211180,408130,1999-01-11,2004-11-04,6
31069807,770532,1973-02-09,2000-11-28,20
19311273,225469,1996-09-21,2005-12-23,12
90100596,24702,1992-03-28,2022-11-23,28
3364642,964486,1992-04-01,2003-01-22,3
79496303,639648,1996-07-29,2024-03-02,19
59597703,955555,1970-03-31,2016-07-18,9
31805395,960453,1983-01-30,1990-07-03,1
9455119,771041,1982-01-09,2008-02-07,15
79939891,854177,2005-02-21,2017-03-01,12
61120185,684657,2001-07-09,2022-10-13,31
15580070,532772,2018-10-13,2023-07-28,40
23943161,930519,1987-07-07,2005-02-28,20
64059390,410042,1977-10-30,1992-11-15,9
67178174,24540,1992-03-28,2002-07-25,2
46534562,323226,2023-04-13,2023-04-14,39
97292085,525742,1993-04-08,2023-05-07,34
73737238,483904,2008-04-24,2019-06-17,18
14384691,740040,1979-04-10,2003-09-08,23
12380825,762151,2011-04-21,2013-09-20,38
37927252,13706,2020-12-04,2021-08-20,38
98946060,883367,1996-05-30,2010-09-30,32
17536625,937404,2013-04-02,2017-04-13,9
52547316,614104,1975-03-20,1984-06-29,37
15347638,568421,1983-02-05,1991-12-28,30
7727766,303968,1970-10-14,2014-02-06,22
33638955,143245,2005-03-31,2023-08-28,37
79819959,166151,1992-05-06,2022-05-14,8
69846201,999323,2022-01-24,2023-06-18,27
48961970,736637,2010-01-24,2022-08-09,24
