cuit,ActividadPrincipal,tipo
6187361949308,"Surveyor, building control",SRL
4201677552974,Research scientist (medical),SA
8191159120539,Animator,SA
8081723909296,"Scientist, audiological",SRL
861952222310,Recruitment consultant,SAS
7129372836815,Commissioning editor,SA
1041126520744,"Therapist, horticultural",SA
4016915617416,Probation officer,SA
8216715044576,Community pharmacist,SRL
9894990919796,"Engineer, communications",SA
95819228545,Best boy,SA
4603604870165,Insurance risk surveyor,SA
9053827911661,Legal secretary,SAS
4941778366265,Contracting civil engineer,SAS
3533858431171,Database administrator,SA
9373613633055,Trade mark attorney,SAS
9599143210181,Special effects artist,SA
8541254009136,Social researcher,SAS
3485218244274,Automotive engineer,SAS
489655558451,Geographical information systems officer,SA
3073913115357,Forensic scientist,SAS
8891369566447,"Editor, commissioning",SAS
1271540316379,Quarry manager,SA
7060465368208,"Surveyor, minerals",SRL
3917330313605,Mental health nurse,SA
2121346945347,Translator,SRL
9726845718419,Contracting civil engineer,SA
1651009393907,"Production assistant, radio",SA
6919435246898,Air cabin crew,SRL
8758265508032,"Teacher, special educational needs",SRL
2618270016324,Dietitian,SA
5129648953668,"Engineer, manufacturing",SAS
9095437857636,Pharmacologist,SRL
4910640142893,Technical brewer,SA
9902970809928,"Teacher, secondary school",SAS
9823838826479,Ambulance person,SRL
3856559341436,Chief Marketing Officer,SAS
5856017599017,"Pharmacist, community",SA
1981007712256,"Buyer, retail",SRL
9565054234612,Sales promotion account executive,SRL
1979600766228,Contracting civil engineer,SRL
8938247373609,Marketing executive,SA
129319759443,Further education lecturer,SAS
6772313419067,"Administrator, local government",SRL
5030654856690,Chief Executive Officer,SAS
7632675225349,Clinical psychologist,SAS
8218199743440,"Psychologist, clinical",SAS
6629888704806,Sports development officer,SRL
308425701905,Trade mark attorney,SA
5088350654320,"Doctor, hospital",SRL
3233896996194,Occupational therapist,SRL
1959487869622,Location manager,SA
5228810221613,Economist,SAS
4261937347030,Careers information officer,SRL
604139516143,Sub,SRL
5653968309315,Ranger/warden,SA
2117552511093,Energy manager,SRL
7411330827688,"Research officer, trade union",SA
9478652611311,Water engineer,SAS
7192571183736,Civil Service fast streamer,SRL
7980765152278,Astronomer,SA
1741876994125,Counsellor,SA
9764102164385,Forensic psychologist,SRL
4418907633611,"Pilot, airline",SA
1417314163786,"Engineer, petroleum",SAS
8389113266032,Tax inspector,SAS
3247317488560,Local government officer,SA
2332305940525,Outdoor activities/education manager,SRL
1054212923992,Insurance account manager,SAS
6626046238164,Lexicographer,SRL
6976799679327,"Civil engineer, consulting",SAS
1848825894470,Operational researcher,SAS
2382360690134,Merchant navy officer,SRL
9224430568455,Community pharmacist,SA
5302433980815,"Surveyor, quantity",SA
6958223574808,Musician,SAS
979449945773,"Nurse, adult",SAS
8322142436024,Geophysical data processor,SAS
6260963754591,Barrister,SRL
2188597781530,Investment analyst,SAS
5391607762539,Primary school teacher,SAS
6817539851367,Human resources officer,SAS
4975400602447,"Scientist, physiological",SA
6227693307629,"Engineer, agricultural",SA
8843180209131,Chief Marketing Officer,SRL
5140786019396,"Designer, blown glass/stained glass",SAS
2171798093682,Publishing copy,SRL
2217879635980,Building services engineer,SRL
1161168747231,Interpreter,SRL
5703999039438,Legal executive,SAS
6914964585881,"Programmer, applications",SAS
6474091465214,Mechanical engineer,SAS
9610301625124,Community education officer,SAS
1597525126177,"Engineer, electrical",SAS
8434029655202,"Solicitor, Scotland",SAS
4384366597283,Rural practice surveyor,SAS
6987044087640,"Accountant, chartered public finance",SAS
6710321067141,Naval architect,SRL
4287785953172,"Engineer, manufacturing",SAS
3990343698570,Mining engineer,SAS
9153588371576,"Education officer, museum",SA
7232707962034,Risk analyst,SRL
4738073429627,Agricultural consultant,SAS
4077304569354,Curator,SAS
9388550408304,Architectural technologist,SAS
9732198516696,"Merchandiser, retail",SA
6539406082842,"Therapist, music",SA
7197235736963,Personnel officer,SRL
1716093850566,Speech and language therapist,SAS
3066602722891,Applications developer,SRL
3098913784907,"Lecturer, higher education",SRL
5153992183692,Audiological scientist,SA
7743892630058,Politician's assistant,SAS
6346791602113,Police officer,SRL
4078894008640,Soil scientist,SAS
5040893768013,Building control surveyor,SA
6699620785457,Diplomatic Services operational officer,SA
7288949913864,"Engineer, energy",SAS
4648993909506,Web designer,SAS
2770717021583,Teaching laboratory technician,SRL
3715593136160,Sports therapist,SA
864622293841,Pension scheme manager,SA
8700025340558,Advertising copywriter,SRL
7596859435986,Dramatherapist,SAS
1153207089400,Hydrogeologist,SRL
8978146161621,Network engineer,SAS
6623693287422,Network engineer,SRL
6749107070990,Fitness centre manager,SRL
4950044953997,Architectural technologist,SRL
4722617948291,Translator,SA
5762324553121,"Production assistant, television",SRL
1370779388476,Chartered legal executive (England and Wales),SAS
2531792520014,"Teacher, English as a foreign language",SA
3838065968567,Agricultural engineer,SAS
9650303709202,Theatre stage manager,SRL
2742756922029,"Production assistant, television",SA
9659145387995,"Librarian, academic",SA
1557387347457,Homeopath,SA
9098572296411,"Administrator, charities/voluntary organisations",SA
7277249231327,Ophthalmologist,SAS
3938725657785,Police officer,SRL
2768349021629,Economist,SRL
870427049817,Industrial/product designer,SRL
3852401821048,Dancer,SA
404106005910,Further education lecturer,SAS
8867037151749,"Scientist, forensic",SRL
3975254375759,Broadcast presenter,SAS
5498251180640,"Scientist, physiological",SA
4603889705113,Building control surveyor,SRL
4791399318677,"Engineer, energy",SA
9546557514185,Furniture designer,SAS
7294047463131,Careers information officer,SRL
5997919180857,Administrator,SAS
8284766153515,Photographer,SA
9331165919650,Conference centre manager,SA
5475901460092,"Journalist, newspaper",SRL
4809032401953,Stage manager,SAS
9816211628114,Freight forwarder,SRL
7142441111234,IT technical support officer,SRL
8657230821568,Agricultural consultant,SA
6336734115183,Pension scheme manager,SAS
1484271812273,Geophysical data processor,SAS
4645543692585,Risk manager,SAS
8725771953805,Politician's assistant,SA
7065377945429,Lawyer,SRL
8997853791320,"Nurse, mental health",SAS
7210980391351,Information officer,SA
8678553605360,"Surveyor, insurance",SA
8065469268695,Geographical information systems officer,SA
9538328724497,Clinical biochemist,SAS
1059258882933,"Engineer, energy",SA
8576454835322,"Surveyor, mining",SAS
597962378609,Restaurant manager,SAS
9027206671095,Event organiser,SAS
3873316229142,"Engineer, mining",SAS
1982587842125,Trading standards officer,SAS
4470879008852,Chief Marketing Officer,SRL
1211791594060,Mudlogger,SRL
64276042082,Sports coach,SRL
5060881453450,Futures trader,SRL
2422059894272,Print production planner,SRL
5127389123075,Estate manager/land agent,SA
4252112861605,Research scientist (maths),SRL
5306939992567,Forest/woodland manager,SRL
8193223496913,Sports coach,SA
2691844303307,Homeopath,SRL
8665834791812,Personal assistant,SRL
904048167419,Immigration officer,SRL
4273495407607,"Conservator, museum/gallery",SRL
8912836815578,Contractor,SAS
8841095297438,Field trials officer,SAS
9232322369275,"Engineer, electronics",SRL
25290671915,Colour technologist,SRL
2011920098022,Water quality scientist,SRL
3032339632451,"Optician, dispensing",SAS
7138196773628,Horticultural consultant,SAS
4267304006407,"Horticulturist, amenity",SAS
2267836677737,Physiotherapist,SRL
2652870036173,Clinical psychologist,SA
786995997003,Agricultural engineer,SAS
4262745928557,Biomedical engineer,SA
8900752358785,Dentist,SA
3214027164080,English as a second language teacher,SA
6810504338163,"Engineer, site",SRL
9882324339146,Data processing manager,SA
4633999200607,Air traffic controller,SRL
3181720118709,Learning disability nurse,SA
2104666674580,Art gallery manager,SA
7411040243100,Geographical information systems officer,SAS
8364865684095,"Therapist, music",SRL
1728446116067,Horticultural consultant,SRL
9258382100936,"Lecturer, further education",SRL
8997918125837,Energy manager,SRL
3565334439524,Forensic psychologist,SRL
2072539566563,Animator,SRL
4269307890818,Lexicographer,SRL
3906404404492,Operations geologist,SA
3294612817322,"Doctor, hospital",SA
6434670590712,Multimedia specialist,SAS
2255168525351,"Radiographer, therapeutic",SAS
9675489871047,Clinical biochemist,SRL
5344450622648,Charity fundraiser,SRL
5566155615999,Visual merchandiser,SRL
531473116001,Warehouse manager,SAS
1774794262914,Print production planner,SRL
9799722138192,"Engineer, building services",SAS
2726548568368,Risk manager,SA
1706010383577,Soil scientist,SRL
7323340384969,"Engineer, biomedical",SAS
3627236977445,Building surveyor,SRL
4170280890745,"Teacher, early years/pre",SRL
3654725732115,Clinical embryologist,SA
5504758183130,Horticultural consultant,SAS
4411416949324,"Horticulturist, commercial",SRL
502264017494,Retail merchandiser,SA
7802445974675,Risk manager,SA
7431365724020,Financial controller,SRL
629914438962,Environmental consultant,SA
5091277807960,"Engineer, aeronautical",SRL
1116944953464,Rural practice surveyor,SAS
964742028098,Television production assistant,SA
7209472890306,Ranger/warden,SRL
5893177905648,Chartered accountant,SAS
4734736012206,Barrister's clerk,SA
2736985514479,"Surveyor, hydrographic",SA
8815056551842,Wellsite geologist,SA
9036925665432,"Copywriter, advertising",SAS
3924563161742,Art therapist,SAS
6566810200812,Microbiologist,SRL
4757704709599,Animator,SAS
2699396469425,"Loss adjuster, chartered",SA
3953223257301,Human resources officer,SA
8148074571673,Air cabin crew,SA
2599052699564,Corporate treasurer,SAS
4795037978148,Legal executive,SA
5140786019396,Research scientist (medical),SRL
4939295064468,Charity officer,SRL
2547613354990,Economist,SRL
5718361448438,Broadcast journalist,SAS
1972083454409,Primary school teacher,SAS
8570726342628,"Scientist, research (life sciences)",SRL
3986018398003,"Engineer, civil (consulting)",SRL
228499472515,Lobbyist,SAS
5717645116473,Architectural technologist,SRL
9841714242838,"Investment banker, operational",SAS
7686208855070,Television floor manager,SA
7603515738529,Field trials officer,SAS
1728954764200,Records manager,SAS
4250307452617,Call centre manager,SA
7699394815535,Chiropodist,SA
5948269836019,Software engineer,SRL
7646495421877,Civil Service administrator,SRL
6696846651995,Animal nutritionist,SA
6046935133057,"Administrator, Civil Service",SA
3770899040947,"Teacher, music",SRL
1196361065683,"Producer, radio",SAS
3376389881916,Meteorologist,SAS
7065489502595,Clinical biochemist,SRL
2482866397761,"Secretary, company",SAS
3159438302462,Commercial horticulturist,SA
2700044286860,Data processing manager,SAS
4626317232680,Bookseller,SRL
6640860740202,Cartographer,SAS
8891570778815,Architectural technologist,SA
3520163231446,Education administrator,SRL
2125787619476,Homeopath,SRL
771471753688,Horticultural therapist,SA
2640625430199,Armed forces operational officer,SA
4267245596664,Mining engineer,SA
8897777561034,Warehouse manager,SA
4766822015629,Ship broker,SA
590070633586,"Engineer, broadcasting (operations)",SAS
905883758951,Retail banker,SA
603051058653,Human resources officer,SRL
6687282283865,"Education officer, museum",SRL
3454557904752,"Sound technician, broadcasting/film/video",SA
797496977900,Astronomer,SA
7645148693256,Graphic designer,SRL
9531552605723,Holiday representative,SRL
395367337185,Jewellery designer,SAS
4288534692125,Sports administrator,SAS
7395594917134,Science writer,SA
9459391242453,Holiday representative,SA
9854314196199,Administrator,SA
2569150156436,Cartographer,SA
8334058656909,Web designer,SAS
7160419931614,Structural engineer,SAS
5595955504759,Dramatherapist,SA
4263850551597,"Secretary, company",SRL
8879172200813,Race relations officer,SRL
4768390230260,Economist,SAS
9499134549707,Clinical biochemist,SRL
4645550633935,Event organiser,SAS
734241245637,"Surveyor, insurance",SA
2627632738202,Phytotherapist,SA
8383742394228,"Doctor, general practice",SAS
80596262274,Dentist,SAS
9552188942081,Equality and diversity officer,SRL
6681042303707,Animal nutritionist,SAS
6111771386486,Further education lecturer,SRL
7251091859226,Analytical chemist,SA
9915366740097,Academic librarian,SA
3040044764433,Minerals surveyor,SRL
5406680223045,Chief Marketing Officer,SAS
407324749572,Architectural technologist,SAS
283603850207,Energy engineer,SA
5874708934711,Medical sales representative,SRL
6424601614895,Armed forces training and education officer,SAS
8637907920027,"Investment banker, operational",SAS
5567942770956,Stage manager,SA
8508958586072,Arts administrator,SAS
9274565171956,Insurance broker,SRL
2407956529249,"Engineer, chemical",SAS
7192366109093,Merchant navy officer,SA
5471589439790,Set designer,SAS
3357841321304,Archivist,SA
3170721445310,Educational psychologist,SA
8002930763485,Sales promotion account executive,SAS
9445649563368,Education administrator,SA
8903736893560,Jewellery designer,SAS
