curso_Conf,legajo,desde,hasta
never,88808096,1990-07-31,1993-05-30
pick,4264587,2002-07-27,2004-09-28
role,76658146,2000-02-02,2014-05-01
population,79424512,1994-10-15,1996-09-29
foot,56582769,2022-11-29,2024-06-20
employee,41273715,1998-05-18,1999-03-12
shoulder,78598625,1983-11-10,2018-09-04
environment,19242393,1996-12-02,2016-03-23
positive,34023794,2023-11-24,2024-06-19
ground,86353858,2023-10-02,2024-02-15
choice,8024963,1995-08-29,1999-05-29
science,97980378,1986-09-30,1990-11-20
kid,27326895,1980-12-09,1991-04-04
mind,55304920,1980-09-02,2007-08-16
president,9810538,2021-12-28,2022-06-26
theory,36484613,1980-07-23,1982-07-12
movement,9720,1989-08-05,2015-01-27
question,25323168,2001-09-08,2005-07-30
foot,43855765,2007-11-14,2019-06-07
special,97270200,1971-05-20,2021-03-16
conference,33230759,2022-06-26,2022-12-24
office,16174571,1996-08-16,2017-01-06
us,71506435,2005-07-09,2022-05-14
consider,20474818,2021-07-15,2024-02-21
in,76658067,1980-02-27,2022-02-03
compare,70355915,1986-10-09,1991-11-21
wear,28658438,2004-10-04,2019-08-13
live,82977400,1980-02-17,2024-05-16
century,12074914,2005-03-26,2021-08-21
since,13378822,2014-08-13,2018-06-10
explain,15190292,2000-01-24,2001-11-12
relate,4955509,1990-06-26,2014-07-03
important,18883574,1975-10-30,2017-01-31
newspaper,80068651,1972-07-08,1995-11-11
five,66851823,1981-07-28,2008-10-25
his,5243960,1976-08-07,1985-04-19
pretty,57664286,2000-11-01,2008-07-13
staff,35337254,2007-07-30,2023-05-02
hold,89502488,1984-09-04,1998-06-19
general,18091325,1971-12-24,1993-06-19
current,38123438,1993-10-31,2018-02-15
method,82483922,1990-12-26,2018-07-09
out,66614211,1984-05-28,2012-03-14
movie,26672992,2003-05-27,2007-03-08
trip,76071525,1985-09-13,2006-07-03
watch,73066997,2016-02-03,2016-02-07
account,77601761,1983-04-14,2004-07-05
trade,92926236,1983-05-24,1992-02-21
hard,83236877,1982-09-03,1989-07-11
none,11884143,1974-01-23,1988-02-02
body,13331722,1996-01-01,2017-09-30
through,19619370,2001-08-27,2006-11-07
edge,82195250,2014-10-11,2018-06-16
information,10738210,2012-12-25,2020-08-07
sound,31217634,2008-08-07,2017-02-10
sometimes,61138790,1972-02-21,1984-11-17
do,49358590,2007-05-14,2018-07-16
above,66955908,2010-11-04,2012-07-19
concern,76519958,1989-12-19,2002-07-12
we,5487953,2008-01-29,2017-12-12
anyone,91253686,1975-08-22,2010-02-26
report,92514341,2016-11-22,2021-08-29
return,40243467,1972-10-14,1985-02-15
I,79309645,1984-12-26,2008-11-03
top,49221363,1996-02-12,2013-05-10
system,57115417,1999-11-22,2005-07-06
purpose,65024722,2010-08-06,2011-08-08
beautiful,89719144,1979-03-25,1996-03-21
game,70183189,2011-11-25,2022-10-04
large,83900249,1985-03-06,1994-01-14
along,4337622,1981-04-28,2019-11-23
if,60797764,1978-11-25,1987-02-09
policy,32209616,1989-05-14,2005-05-28
second,42140175,1986-07-29,1990-05-07
because,56849086,1972-07-13,1976-09-17
instead,39226611,1982-12-08,2017-11-29
town,43193412,1979-11-20,2009-10-11
sometimes,33277749,2022-02-13,2022-06-29
every,39863052,1994-08-15,2018-10-23
fill,20029991,1974-09-26,2009-12-28
occur,90133015,1994-05-27,1996-07-22
stage,46464382,2022-04-15,2023-04-25
the,75026516,1974-04-24,1977-03-03
affect,48218328,1999-01-03,2009-08-23
material,11904350,2005-10-03,2011-04-01
real,12136693,1991-02-16,2016-03-31
usually,36185635,2020-04-29,2020-11-05
local,44788937,1986-12-13,2004-04-13
project,54474928,1983-07-30,2021-06-10
financial,73461071,1977-04-20,2018-04-26
look,87851982,1997-08-05,2016-01-08
east,98273567,1996-12-11,1996-12-30
today,70023153,2014-09-14,2021-09-13
myself,26656003,1970-05-13,1998-04-25
prove,14226195,2002-04-09,2017-08-11
smile,96717935,1983-06-06,1983-10-11
system,99893261,2016-06-21,2017-07-07
weight,46839813,1994-10-07,2004-01-02
population,36978725,1985-08-27,1993-01-07
detail,35258895,2005-12-18,2014-10-09
some,44646167,1991-02-01,2010-04-05
heart,19645124,1990-01-23,1990-03-06
give,81175445,2001-08-24,2010-12-14
hot,18395616,2012-08-02,2019-06-12
reveal,76728850,2018-07-14,2022-01-25
kitchen,17469859,2009-01-23,2013-08-31
quite,35580313,2016-10-21,2020-09-23
notice,87042748,1986-09-21,2002-04-28
staff,17719658,1984-11-14,2013-03-26
up,32938627,2014-07-10,2020-10-15
until,62371373,1985-04-26,2023-06-26
yet,35107640,2023-08-23,2024-01-01
last,49960888,1974-11-03,1981-08-30
kid,42715156,1984-08-03,2013-05-08
scientist,31341329,1987-07-02,2002-10-18
certainly,96240003,2016-11-14,2018-02-23
kid,60416272,2013-12-27,2015-08-28
notice,95951668,2001-01-26,2008-11-22
best,63891788,1985-10-18,2018-11-06
we,20159223,2007-12-12,2018-06-15
skill,53191026,2021-02-03,2021-11-12
child,53994734,1975-09-05,1997-11-30
probably,15253715,1982-07-10,2011-12-08
test,78932648,2014-07-23,2020-04-10
religious,52947261,2019-08-19,2020-12-17
develop,50661544,1994-12-14,1997-01-18
building,84989491,2010-11-08,2016-01-23
player,97155259,2007-10-10,2012-02-12
animal,22673379,1970-01-28,1974-12-22
night,21855373,1973-09-13,2011-09-23
suffer,70760705,1970-04-04,1982-02-19
defense,22889627,2006-06-23,2014-01-27
trial,87434723,1991-10-27,2012-11-08
company,355253,1983-06-11,1991-07-24
room,33511506,1997-11-22,2008-07-19
establish,3311330,1987-03-02,1990-03-12
own,42161252,2023-03-11,2024-05-08
situation,9848948,1973-12-23,2018-07-15
against,9712762,2005-10-02,2021-11-11
return,90675825,1982-08-05,2022-11-19
lay,30019465,1980-02-01,1986-07-30
strategy,28439700,2003-03-30,2008-01-30
under,98536222,2010-10-05,2024-02-24
role,57820462,1993-05-28,2019-10-24
side,40156603,2011-04-28,2020-10-10
yourself,89871156,1997-10-12,2009-06-11
should,10573334,1970-09-13,1984-05-25
worker,62061282,1994-05-20,2007-05-08
region,97136392,2017-06-23,2023-08-12
friend,84101503,2014-07-26,2024-06-19
party,30884339,1993-12-30,2017-05-28
marriage,63804113,1993-11-02,1995-01-25
well,65336154,1980-11-12,1986-04-27
expert,23927781,1971-08-30,2005-06-03
win,3755772,1988-11-24,2017-02-15
recent,42048271,2003-02-21,2010-08-29
hard,56266718,1987-11-27,2021-04-08
art,69959454,1970-08-10,1984-06-01
truth,54957226,2012-09-02,2023-02-20
sound,66741692,1990-10-01,1992-06-18
much,27102200,2010-07-24,2018-09-09
office,328474,1987-05-09,2023-10-24
sign,79842938,1992-06-30,2001-09-10
step,3499350,1995-04-09,1995-04-27
save,62907516,1988-04-24,1992-06-16
bill,23503112,2015-05-26,2022-07-29
accept,99494930,2005-11-08,2010-05-25
bed,31707169,1978-02-02,1998-08-01
candidate,72165927,2008-01-20,2008-12-23
now,81624475,1982-09-03,1999-10-11
work,29110627,1998-07-15,2004-07-10
window,92767451,2010-08-30,2017-03-25
listen,60540563,1988-10-12,2022-11-17
vote,30666404,2021-09-17,2021-10-07
heavy,80581449,1997-07-31,2003-06-27
his,66405336,1993-03-15,2018-04-18
for,47032820,1988-01-25,2015-10-26
themselves,32859961,2001-09-09,2004-11-05
organization,49599775,2004-01-20,2024-02-28
though,44090742,2020-08-25,2023-06-18
around,26282369,2016-12-05,2019-03-30
second,20930760,1991-09-04,2001-03-31
among,52754592,1988-04-17,2021-11-12
apply,13677231,2006-12-24,2013-04-09
discussion,38943272,1981-05-23,2006-03-10
perform,29185743,1972-06-09,1976-01-11
because,16875361,1970-01-24,1995-10-25
how,5048295,1972-01-19,2003-06-03
artist,85329657,1991-06-16,1999-03-25
by,42063719,2009-09-16,2021-05-21
thought,20855812,1977-03-03,1990-06-09
they,70630807,1999-04-01,2014-04-17
foreign,91026016,1990-11-18,1993-10-07
whole,55769184,1991-12-24,2022-02-06
center,80992244,1979-12-12,1990-09-13
happy,66247248,1993-09-11,2005-09-16
little,99025903,1988-09-13,2020-10-28
house,91990947,1973-03-31,1990-07-18
sport,79972346,2018-05-29,2018-06-09
threat,78867229,1973-11-05,2002-07-08
but,66558325,2001-06-20,2009-05-25
huge,78279759,1999-11-15,2006-09-24
why,31688335,1976-06-05,1978-09-24
sort,64992831,1970-10-26,2016-01-12
cover,85072241,1974-08-15,2005-08-26
else,23648210,2020-09-10,2023-07-05
wish,38431019,2009-06-11,2014-04-13
chair,96130750,1990-09-23,2010-10-09
indicate,60363305,1973-03-30,2010-12-14
simple,80081209,2011-02-27,2014-10-02
listen,17549402,2002-04-28,2010-03-20
director,79079694,2024-05-07,2024-06-06
edge,90336427,2002-12-28,2011-10-09
ahead,8150848,1994-01-28,2022-08-31
feeling,82347916,2024-03-15,2024-06-05
few,88288221,2008-01-19,2023-09-12
role,37498884,1994-05-01,2022-11-05
simple,98466837,1992-05-07,2017-09-01
seven,97218655,1978-03-09,2016-04-30
half,29554677,2012-03-24,2022-08-30
stay,78277496,1998-03-14,2004-11-28
police,57772321,1972-03-25,2010-10-06
Congress,53896345,1992-11-12,1997-06-14
system,24627028,2005-03-15,2022-08-28
most,32156681,2020-01-09,2021-07-15
vote,91454185,2012-09-30,2021-09-14
short,23020228,1989-07-05,1992-05-30
among,35895545,1978-01-12,2016-03-24
day,77297563,2012-10-23,2024-06-02
response,16700802,1987-09-06,2016-01-31
recently,27712968,1978-01-26,2007-11-16
after,52095895,2020-02-26,2023-08-02
people,56683588,1996-03-19,2009-05-08
prepare,11524108,2014-06-13,2021-01-26
sometimes,99053279,2018-07-23,2022-08-31
writer,3060737,2004-08-05,2010-12-18
road,71976438,1988-05-18,2018-09-21
population,36195747,2019-08-18,2021-03-27
wife,96307824,2001-06-14,2023-07-05
alone,94548741,1978-11-18,2006-10-05
majority,21914160,1984-07-09,2001-01-19
toward,98896343,1997-05-21,2017-05-04
how,55893099,1989-01-01,2020-09-04
none,44692487,1979-03-12,2011-01-11
production,37499707,2022-10-02,2024-03-08
individual,83920989,2012-06-05,2015-01-04
again,81980871,1976-07-28,2004-02-05
mouth,39475985,2003-09-21,2011-09-28
hour,49850164,1998-02-15,2020-07-13
state,88161359,2000-08-17,2016-03-26
follow,61367050,1979-04-12,2006-02-20
school,41685096,1986-07-20,2015-08-28
on,40891615,1991-08-26,2001-05-14
result,44559206,1990-04-30,2003-04-08
keep,46087586,1975-09-21,1997-03-22
way,58644409,2013-02-03,2019-07-19
performance,45809195,1970-05-12,2000-11-02
site,11291163,1990-02-16,2017-07-16
turn,10992473,1991-05-27,2019-11-16
table,28218956,2019-07-07,2023-06-06
southern,92899353,1972-05-23,2001-01-19
success,31983823,2009-10-18,2012-08-21
game,87452585,1985-01-28,2006-04-10
I,9998933,1998-07-16,2009-11-18
face,58083528,1984-07-17,1992-01-25
which,37385519,1977-12-29,2000-06-16
pay,47755841,1982-11-30,2021-04-05
human,54463097,2005-02-20,2020-05-12
quality,72970055,1991-03-07,2015-01-17
against,76094804,1982-09-14,1999-09-12
owner,69646906,1996-02-02,1998-01-22
before,76214487,2020-07-11,2022-03-29
arrive,92180698,1979-01-22,2023-05-09
keep,10363025,2022-04-26,2023-11-17
wear,58636481,1988-10-06,1991-05-24
get,14781585,2001-12-26,2008-08-06
stage,57228239,2022-03-16,2022-09-25
organization,18809878,1992-12-26,2009-11-29
success,88462193,2000-03-10,2010-06-19
thus,39055106,2001-11-15,2010-11-10
surface,68359787,2002-11-01,2021-05-28
material,21154448,2000-11-08,2015-12-15
front,28494060,1976-06-18,1978-11-12
night,68702093,2015-01-22,2020-01-27
kid,57914789,2022-07-06,2022-11-20
attention,29618462,1974-12-25,2010-11-29
expert,50137986,2018-04-03,2024-04-20
traditional,7277722,1974-07-24,1979-12-25
party,20442068,1999-12-14,2022-10-14
series,63760825,2012-03-12,2014-05-06
over,3291594,1986-12-08,2002-08-23
PM,12953998,2002-05-13,2002-10-25
way,71706734,1993-07-18,2012-07-28
four,17150591,2007-05-22,2016-07-08
key,13434953,1987-01-28,1996-08-28
expert,73758046,1993-10-14,2024-04-16
education,80740368,1990-04-12,2008-05-22
sign,87501170,2022-04-11,2024-02-13
memory,53266584,2009-07-16,2014-11-02
travel,5486163,1982-11-01,2021-06-12
eye,35134940,1978-05-12,1994-05-30
approach,11393369,1974-09-22,1990-03-03
see,71351797,1987-08-18,1992-10-26
give,39635278,2012-01-04,2013-11-21
just,93978946,2012-07-29,2021-02-16
program,13436502,2016-04-09,2016-06-09
thousand,83063832,2016-07-21,2019-03-09
reach,41312979,2001-03-14,2014-01-22
view,18146681,1971-06-13,1988-12-30
just,75477414,1999-09-30,2017-05-11
expert,14522962,1970-11-24,1971-02-03
machine,82082408,2006-05-20,2009-11-18
however,32870806,2006-05-21,2009-07-18
factor,63230613,2015-02-25,2019-11-14
continue,7340220,1994-10-11,2013-10-20
different,47352131,1985-09-02,1993-02-12
commercial,72842274,2020-11-06,2021-07-19
name,68718064,1993-12-15,1997-02-17
education,37592488,1975-05-26,2023-10-18
travel,32415404,1988-07-18,1989-02-03
ok,84265031,1999-07-10,2017-08-25
mean,75479470,2020-12-27,2022-07-09
speech,56232563,2021-08-22,2022-09-15
team,25312520,2018-03-13,2018-07-02
commercial,66662614,1992-08-24,2011-06-11
certainly,17737366,2002-02-22,2009-03-25
stay,63325533,2014-06-20,2020-02-12
change,37733067,1978-02-22,2019-12-28
newspaper,68763236,2016-04-18,2019-02-02
term,97747869,2010-12-24,2023-02-11
reflect,6865862,2015-05-20,2017-01-31
whether,58469484,1974-08-10,2023-03-05
take,37043711,2002-05-15,2008-05-06
indicate,89871156,1974-05-07,1997-01-22
perform,84844898,1978-12-19,2008-03-09
check,21661419,2011-03-17,2017-08-18
structure,67517278,1973-09-04,2007-08-18
even,56317299,1997-03-09,2017-08-25
look,8671275,2022-02-16,2023-07-14
pay,51902371,1981-05-15,2024-05-21
concern,63951637,1994-12-10,2018-03-22
mention,30152907,1995-01-20,2008-06-13
network,65120375,1998-07-16,2020-04-30
throw,15597577,1994-05-05,2002-09-13
onto,32861904,2022-09-28,2023-03-14
last,64844850,1981-03-07,1999-10-30
southern,94150032,1983-10-31,1984-03-03
support,33751052,2016-01-09,2021-10-25
party,23302810,2001-10-01,2013-08-06
table,29985095,1986-03-29,1997-04-14
establish,34182997,2000-02-01,2022-11-22
note,29376329,2021-11-08,2024-01-21
factor,34348647,2017-09-07,2018-12-27
back,91027836,2005-03-18,2015-12-16
every,49898844,1986-11-25,2008-01-02
two,22272930,1982-08-10,2024-03-02
fine,81503917,1999-07-24,2013-03-26
eat,31951048,2016-11-11,2023-05-26
manage,23575855,1973-12-24,2002-08-11
his,11775558,2019-04-15,2023-05-10
any,60052120,2018-06-06,2021-04-10
recent,69916385,1988-04-04,1994-01-21
show,87530840,1977-04-18,2011-10-23
word,6815284,1977-03-02,1998-04-08
spring,99551335,1994-11-29,2023-02-09
concern,89759710,2016-01-14,2023-03-11
crime,81837376,1995-07-02,2019-02-05
public,19961038,2014-03-24,2023-02-28
down,90958613,1986-09-22,2001-09-06
eat,19003617,1984-03-13,2004-12-13
fall,17005335,1970-10-09,1983-07-30
coach,45846379,1991-06-19,2017-07-02
cup,6087992,2003-02-03,2005-12-01
value,15488350,1982-09-09,1992-08-05
beyond,83392899,2024-01-05,2024-05-30
meeting,34610079,2006-05-22,2009-07-19
customer,26977470,2023-06-26,2024-05-14
feel,63559860,2007-10-17,2016-02-20
cup,49200553,1977-04-16,2016-12-09
population,94285661,1991-03-20,1991-08-11
important,95962386,2023-11-24,2024-06-03
want,18558659,1974-03-03,1997-12-24
they,21241608,1998-06-05,2017-07-19
check,47211255,2000-08-26,2015-01-06
must,92315976,1989-01-16,2009-09-01
change,96731867,2001-01-25,2014-08-06
notice,30007767,1984-11-24,2020-12-09
goal,51943212,2006-05-24,2016-02-16
white,99200510,2008-09-02,2012-10-22
entire,64978055,1980-04-17,1989-12-09
number,24416054,2016-02-25,2018-07-17
rock,3586821,1982-01-13,1994-04-30
some,71029065,1970-06-04,1979-08-12
often,71159956,2001-08-31,2015-07-29
consumer,8521425,2019-04-06,2021-08-07
build,10148199,1981-01-14,2014-10-20
story,17028896,2022-03-26,2023-04-18
east,32419860,2002-04-20,2004-12-02
center,23104518,1991-01-25,2020-05-08
produce,97676407,2012-06-20,2017-01-03
seem,89601523,2017-12-25,2019-12-29
find,44138834,2024-01-15,2024-03-22
play,16685671,2012-06-03,2021-09-18
her,77178155,2001-02-20,2014-08-22
as,10752937,1989-01-28,2005-02-17
game,3891019,1987-05-10,2007-02-05
Mr,20365801,2009-08-01,2011-07-23
show,63517588,2002-04-16,2004-12-28
behavior,59412266,2001-11-18,2014-03-16
street,22835286,1983-02-16,1995-12-14
moment,84086788,1974-05-28,1994-03-06
reduce,21241608,2013-11-20,2018-05-19
government,17938352,2011-07-24,2014-08-03
crime,58201720,1986-09-27,2003-02-16
short,51502006,1993-05-10,2001-10-08
agency,66578823,1974-10-02,2012-04-17
this,70919805,1989-08-01,2019-03-18
parent,83107217,2011-06-16,2017-05-14
serious,3985968,1974-09-17,1998-02-07
wind,98796050,1989-07-31,1999-04-09
the,36179202,2003-01-17,2007-08-12
and,11297770,2009-08-24,2015-03-14
analysis,7055853,1986-02-15,2010-07-25
raise,97522725,1985-04-02,1990-05-30
practice,42108679,1981-07-13,2015-11-13
six,99500110,1985-07-29,2015-06-30
at,11934045,1987-10-15,2003-09-24
usually,59337067,1997-08-01,2006-01-29
writer,49294675,2017-03-25,2021-05-13
like,75980920,1984-04-28,1986-03-05
pass,72445509,2020-09-21,2022-05-01
fight,78948545,2016-05-08,2016-09-07
material,650370,2010-05-08,2013-01-03
cut,32204537,2012-09-21,2014-11-14
establish,52654530,2021-01-14,2023-08-13
order,71981994,1978-11-08,1982-04-06
administration,66862164,1999-09-10,2000-02-05
relationship,10810907,2005-10-15,2023-09-30
kid,36961921,1971-04-24,1985-02-04
brother,55672397,1977-10-19,1981-12-04
floor,70281247,1995-08-24,2015-07-10
approach,15116249,1989-11-26,2000-11-27
nature,74751601,1973-05-10,2009-11-08
determine,78625270,1989-06-01,2021-03-20
character,48447207,2010-09-08,2016-11-30
resource,13999219,2021-07-16,2023-04-18
attorney,48731632,1973-11-12,1977-06-25
better,52750923,1990-11-03,2005-04-29
office,16825312,2001-04-26,2021-04-29
last,74282188,2008-04-20,2012-09-06
walk,83319487,1995-09-12,2001-04-18
fact,43789653,2013-04-02,2021-01-10
receive,34850329,1996-04-21,2021-10-15
your,62606115,1979-02-24,1981-12-28
study,64336017,2012-09-17,2017-03-05
itself,7033288,2007-09-05,2019-08-01
data,98915338,2012-08-07,2020-02-23
likely,59832446,2003-02-23,2022-07-14
walk,78637743,1991-02-21,1996-03-17
anyone,10563438,1989-11-11,2006-03-17
also,36005760,1972-10-30,1991-12-09
training,67277822,2005-04-26,2008-09-26
attack,83489434,1992-05-19,2001-07-06
just,36492228,2002-12-11,2015-08-30
see,73030451,2008-12-19,2022-10-26
day,39402039,1970-03-30,1978-09-01
talk,14065490,2023-09-13,2024-03-19
own,61320920,1999-10-20,2009-05-26
person,20978846,1978-11-29,2008-10-17
theory,72910276,2022-07-07,2023-02-23
example,40288481,2001-06-11,2013-05-07
on,88104935,1985-10-30,1990-01-23
Congress,80937183,2020-07-28,2024-01-11
yet,16758495,1974-10-04,1975-06-01
six,21849132,2009-02-21,2021-12-02
campaign,84773700,1985-04-18,2024-03-22
while,70743492,1983-09-15,2017-02-08
page,18232222,2016-09-27,2018-04-04
house,36607281,1972-02-11,2005-05-22
reduce,50295567,2000-12-26,2002-01-08
card,46784707,1986-06-07,1996-11-29
know,93931778,2002-06-24,2008-05-03
everything,84733911,1992-06-15,2010-05-25
pick,30141450,2007-01-26,2007-08-03
campaign,75672453,1989-07-27,1996-12-09
American,27758852,1993-10-09,1993-12-11
owner,13905622,1993-03-23,2002-06-23
Congress,2102704,1979-04-27,1997-03-13
note,47770532,2002-04-15,2014-06-01
imagine,11768403,1994-08-29,2015-12-29
entire,78670414,1977-11-21,2017-02-21
tough,70904161,2023-06-06,2024-03-21
gun,92125976,1993-04-08,2024-01-16
